citywide_screening_rank,mesh_code,label,residential_buildings,estimated_elderly,centroid_transport,weighted_transport_mean,weighted_transport_p90,centroid_medical,weighted_medical_mean,weighted_medical_p90
141,533903662,石川山田周辺,238,185.0,258.45659416046124,251.57528309265209,323.33910664709316,196.36971466652912,174.32340838915619,303.41642909144736
142,523973774,公園西部駐車場前周辺,79,113.00000000000001,167.48707256837494,96.81993405790332,164.87612901396346,392.57908603599606,274.0861229883172,325.018339795719
143,523973882,新屋敷周辺,849,696.0,151.0486010746912,170.60721673128623,286.02141629009895,161.78539085716434,145.5803319222029,268.06614406049084
144,523973782,片瀬江ノ島周辺,508,633.0,179.36785087116442,157.20597722658502,284.6325528181864,134.56331624158034,153.9276591010637,253.86605039249386
145,533903174,湘南高校前周辺,730,582.0,160.45339212316287,134.81604634073378,215.252224792763,171.13929612323653,155.78390549336436,248.576435458378
146,533903822,中原周辺,361,305.0,198.3035791638195,211.32042508506615,302.8127683031869,185.72885489024796,264.00022990209936,399.561645489867
147,523973862,湘洋中学校前周辺,485,367.0,133.53469117933864,201.4694144734923,286.15972710733456,267.3597578337018,255.64455491576777,447.12220358584705
148,533903624,獺郷公民館前周辺,69,45.0,299.38598263751805,226.199650547129,353.4080620395707,512.20339838052,359.6846448705867,460.6649266621296
149,533904001,小塚地下道前周辺,202,361.0,143.02979292326427,137.19441425747485,233.87022212087894,242.71185224264718,224.02471071256494,365.3733411922687
15,533903081,鵠沼小学校前周辺,973,653.0,337.06033246113634,250.25319592358574,360.1040488799072,338.1145791729482,318.3977006960031,448.2198842343079
150,533903461,北の谷周辺,285,308.0,121.03763330123492,134.0504445298515,189.29876906291062,335.9244932061764,201.49906150426298,300.31408864227404
151,533903542,南原周辺,301,243.0,186.39349784760293,121.90232643086779,185.50720565486617,200.70333707034376,231.9429593028102,363.75580803475617
152,533903383,渋沢台周辺,589,696.0,155.46285371495995,146.25405150001544,231.33779203822368,130.31607376957407,164.85541570352586,243.58247848989512
153,533903574,西谷周辺,536,459.99999999999994,257.9603322226671,254.25929571234238,428.5616552425155,111.71966164482643,151.3764568411535,263.8685694917783
154,533903273,関東航空前周辺,156,90.0,174.62778357704263,70.49188186793977,106.1359505615565,393.25911825255014,482.51965612602055,582.2788965807831
155,523973853,辻堂西海岸周辺,116,641.9999999999999,84.58643695241283,92.89669396220765,132.35762623655486,355.64627446586957,262.33965277283403,312.8196602519335
156,523973781,西浜周辺,163,139.0,124.4094554517296,136.81177298719768,210.36787965163603,452.6254778735394,310.56768077894816,381.4970106037098
157,533903623,獺郷周辺,205,195.99999999999997,96.29997761709623,121.79518795241967,239.34386375183706,640.4240429266334,560.6971686335861,687.883936812314
158,533903283,聖園女学院前周辺,515,479.0,85.91819774563376,150.0903506224316,254.97934824391928,409.1088414674474,327.45617916956695,416.7209401169578
159,523973854,交通公園前周辺,160,847.0,63.50867188050245,115.10706247695731,180.11936428519306,413.4520459001422,322.7847394527069,454.96059019388224
