mesh_code,centroid_lat,centroid_lon,city_area_fraction,centroid_within_city,population,elderly_population,reported_elderly_population,elderly_ratio,HTKSYORI,HTKSAKI,GASSAN,disclosure_status,suppression_flag,aggregation_target_flag,aggregation_flag,primary_eligible_disclosure,nearest_station_name,nearest_station_distance_m,nearest_bus_stop_name,nearest_bus_stop_distance_m,nearest_public_transport_type,nearest_public_transport_name,nearest_public_transport_distance_m,nearest_medical_name,nearest_medical_distance_m,nearest_hospital_name,nearest_hospital_distance_m,nearest_clinic_name,nearest_clinic_distance_m,elderly_population_percentile,elderly_ratio_percentile,transport_distance_percentile,medical_distance_percentile,exploratory_score_a,exploratory_score_b,exploratory_score_c,rank_a_unfiltered,rank_b_unfiltered,rank_c_unfiltered,pareto_frontier,eligibility_population_threshold,eligibility_elderly_threshold,primary_eligible,rank
533903382,35.360416666666666,139.484375,0.8258819077780873,True,902,284.0,284.0,0.3148558758314856,0,,,unaffected,False,False,False,True,善行,1037.3770604568992,水道みち下,179.7306173248778,bus_stop,水道みち下,179.7306173248778,藤川眼科,476.34368818934644,湘南長寿園病院,940.7854270399913,藤川眼科,476.34368818934644,0.41064638783269963,0.7908745247148289,0.4600760456273764,0.7376425855513308,0.18892856626523444,0.3029102632682271,0.13936175610439347,123,72,80,False,True,True,True,80
533903383,35.36458333333334,139.47812499999998,1.0,True,2565,696.0,696.0,0.27134502923976606,0,,,unaffected,False,False,False,True,善行,493.0844810275093,渋沢台,155.46285371495995,bus_stop,渋沢台,155.46285371495995,善行クリニック,130.31607376957407,湘南長寿園病院,1333.678189125969,善行クリニック,130.31607376957407,0.8517110266159695,0.596958174904943,0.3688212927756654,0.16730038022813687,0.31412916190779105,0.1424915785973485,0.05255392822791941,77,156,152,False,True,True,True,152
533903384,35.36458333333334,139.484375,0.9575180333234926,True,91,42.0,42.0,0.46153846153846156,0,,,unaffected,False,False,False,True,善行,1032.7356508367084,亀井野団地入口,259.4496093968777,bus_stop,亀井野団地入口,259.4496093968777,医療法人社団門山医院,260.5264607020012,湘南長寿園病院,1375.7202686213877,医療法人社団門山医院,260.5264607020012,0.07984790874524715,0.9771863117870723,0.6844106463878327,0.38783269961977185,0.05464875883705128,0.03096763000766239,0.02119457567064346,210,234,202,False,True,True,True,202
533903391,35.360416666666666,139.49062500000002,0.09883441602019218,False,539,199.0,199.0,0.3692022263450835,0,,,unaffected,False,False,False,True,善行,1595.2452980603575,緑ヶ丘,556.5961090045288,bus_stop,緑ヶ丘,556.5961090045288,角谷整形外科,907.3968332149553,湘南長寿園病院,1282.2928519855361,角谷整形外科,907.3968332149553,,,,,,,,,,,,True,True,False,
533903393,35.36458333333334,139.49062500000002,0.07483907366827149,False,331,150.0,150.0,0.45317220543806647,0,,,unaffected,False,False,False,True,善行,1592.207230917651,俣野子どもの家,782.0402031405642,bus_stop,俣野子どもの家,782.0402031405642,医療法人社団門山医院,818.9454832812593,湘南長寿園病院,1628.4239454516965,医療法人社団門山医院,818.9454832812593,,,,,,,,,,,,True,True,False,
533903441,35.368750000000006,139.42812500000002,0.05879083677617041,False,525,139.0,139.0,0.26476190476190475,0,,,unaffected,False,False,False,True,辻堂,3890.5266875807233,大辻,250.16690157631038,bus_stop,大辻,250.16690157631038,窪島医院,581.7995572342408,村田会湘南大庭病院,1970.9305015956722,窪島医院,581.7995572342408,,,,,,,,,,,,True,True,False,
533903442,35.368750000000006,139.434375,0.4235469877587788,True,1926,771.0,771.0,0.40031152647975077,0,,,unaffected,False,False,False,True,善行,3600.1718061931724,南大平,21.31673928969136,bus_stop,南大平,21.31673928969136,武内整形外科医院,103.00534492659102,村田会湘南大庭病院,1406.8096063092942,武内整形外科医院,103.00534492659102,0.8973384030418251,0.9391634980988594,0.015209125475285171,0.11787072243346007,0.013647732365655134,0.10576992583382729,0.0016086680735182856,250,180,256,False,True,True,True,254
533903443,35.37291666666667,139.42812500000002,0.3077358249688437,False,1220,464.0,464.0,0.380327868852459,0,,,unaffected,False,False,False,True,六会日大前,4053.5796519889145,小出一本松,193.76535134447946,bus_stop,小出一本松,193.76535134447946,窪島医院,214.90232634599224,医療法人社団　健育会　湘南慶育病院,2021.5629046850756,窪島医院,214.90232634599224,,,,,,,,,,,,True,True,False,
533903444,35.37291666666667,139.434375,0.8197326522860615,True,2260,1014.0,1014.0,0.4486725663716814,0,,,unaffected,False,False,False,True,六会日大前,3515.3549088136347,滝の沢不動前,220.04379719588854,bus_stop,滝の沢不動前,220.04379719588854,医療法人社団　エス・ジー・シー　櫻井胃腸科クリニック,220.49231703154626,村田会湘南大庭病院,1539.74998364723,医療法人社団　エス・ジー・シー　櫻井胃腸科クリニック,220.49231703154626,0.9695817490494296,0.973384030418251,0.5779467680608364,0.3155893536121673,0.5603666382338909,0.30598967745666406,0.1768457451460568,23,69,56,False,True,True,True,56
533903451,35.368750000000006,139.440625,0.6712206253881373,False,3101,1095.0,1095.0,0.3531118993872944,0,,,unaffected,False,False,False,True,善行,3044.4407972639333,滝の沢小学校前,307.5725856726599,bus_stop,滝の沢小学校前,307.5725856726599,医療法人社団恵信会　よしむら耳鼻咽喉科・内科・呼吸器内科,275.7042949974157,村田会湘南大庭病院,847.8016967742159,医療法人社団恵信会　よしむら耳鼻咽喉科・内科・呼吸器内科,275.7042949974157,,,,,,,,,,,,True,True,False,
533903452,35.368750000000006,139.44687499999998,1.0,True,3008,1276.0,1276.0,0.4242021276595745,0,,,unaffected,False,False,False,True,善行,2494.2225430863314,二番構保健医療センター,34.25075240381902,bus_stop,二番構保健医療センター,34.25075240381902,藤沢市保健医療センター診療所,124.81458714764015,村田会湘南大庭病院,321.7598621938406,藤沢市保健医療センター診療所,124.81458714764015,1.0,0.9543726235741445,0.022813688212927757,0.155893536121673,0.022813688212927757,0.155893536121673,0.003556506527490639,242,144,250,True,True,True,True,250
533903453,35.37291666666667,139.440625,1.0,True,2185,576.0,576.0,0.26361556064073227,0,,,unaffected,False,False,False,True,六会日大前,2988.12234113699,滝の沢,155.33225431883315,bus_stop,滝の沢,155.33225431883315,医療法人社団恵信会　よしむら耳鼻咽喉科・内科・呼吸器内科,381.155141645423,村田会湘南大庭病院,1053.8259056074944,医療法人社団恵信会　よしむら耳鼻咽喉科・内科・呼吸器内科,381.155141645423,0.6920152091254753,0.5665399239543726,0.3650190114068441,0.6045627376425855,0.2525987075134815,0.41836660931920366,0.1527117661393291,94,29,70,False,True,True,True,70
533903454,35.37291666666667,139.44687499999998,1.0,True,3641,1114.0,1114.0,0.30595990112606425,0,,,unaffected,False,False,False,True,六会日大前,2478.9053995175823,駒寄住宅北,60.185737786817064,bus_stop,駒寄住宅北,60.185737786817064,医療法人社団　青木内科,358.8123175104917,村田会湘南大庭病院,703.8054826272436,医療法人社団　青木内科,358.8123175104917,0.9885931558935361,0.7718631178707225,0.060836501901140684,0.5741444866920152,0.06014254940797178,0.5675953100377337,0.03453051315818912,205,12,175,True,True,True,True,175
533903461,35.368750000000006,139.453125,0.9999999999999998,True,1287,308.0,308.0,0.23931623931623933,0,,,unaffected,False,False,False,True,善行,1954.1788665178851,北の谷,121.03763330123492,bus_stop,北の谷,121.03763330123492,藤沢愛光園附属診療所,335.9244932061764,村田会湘南大庭病院,365.2360644517068,藤沢愛光園附属診療所,335.9244932061764,0.43346007604562736,0.40304182509505704,0.23954372623574144,0.532319391634981,0.10383264179039743,0.23073920397866096,0.05527212870971726,173,104,150,False,True,True,True,150
533903462,35.368750000000006,139.45937499999997,1.0,True,476,186.0,186.0,0.3907563025210084,0,,,unaffected,False,False,False,True,善行,1435.8362228307858,善行団地,328.50324066639547,bus_stop,善行団地,328.50324066639547,善行団地石川医院,535.7858895166796,村田会湘南大庭病院,899.0943751026656,善行団地石川医院,535.7858895166796,0.3193916349809886,0.908745247148289,0.7984790874524715,0.8022813688212928,0.25502754123957266,0.25624195810261824,0.20460384487281305,93,90,40,False,True,True,True,40
533903463,35.37291666666667,139.453125,1.0,True,1481,199.0,199.0,0.13436866981769074,0,,,unaffected,False,False,False,True,六会日大前,2001.5018680870494,石川橋,131.00946698693008,bus_stop,石川橋,131.00946698693008,高橋まことクリニック,431.79148338199593,村田会湘南大庭病院,724.712636283293,高橋まことクリニック,431.79148338199593,0.34600760456273766,0.011406844106463879,0.2737642585551331,0.6920152091254753,0.09472451531755556,0.23944252483048767,0.0655508052767875,180,101,137,False,True,True,True,137
533903464,35.37291666666667,139.45937499999997,0.9999999999999998,True,349,128.0,128.0,0.3667621776504298,0,,,unaffected,False,False,False,True,六会日大前,1584.9250514562732,5号西,329.3770174170948,bus_stop,5号西,329.3770174170948,特別養護老人ホームグリーンライフ湘南ホーム診療所,500.85406775043396,村田会湘南大庭病院,1095.512135768046,特別養護老人ホームグリーンライフ湘南ホーム診療所,500.85406775043396,0.2585551330798479,0.8821292775665399,0.8022813688212928,0.7604562737642585,0.20743396608307188,0.1966198730645231,0.15774446089967442,118,116,65,False,True,True,True,65
533903471,35.368750000000006,139.465625,1.0,True,2946,1269.0,1269.0,0.43075356415478616,0,,,unaffected,False,False,False,True,善行,974.462420375165,2街区グラウンド前,93.86862568466634,bus_stop,2街区グラウンド前,93.86862568466634,善行団地石川医院,176.82239024638238,村田会湘南大庭病院,1458.9202929820055,善行団地石川医院,176.82239024638238,0.9961977186311787,0.9581749049429658,0.1520912547528517,0.23954372623574144,0.15151296100854428,0.23863291358845723,0.0362939792529973,143,102,171,True,True,True,True,171
533903472,35.368750000000006,139.471875,1.0,True,2518,618.0,618.0,0.2454328832406672,0,,,unaffected,False,False,False,True,善行,694.7432439660167,善行台,113.32282013922428,bus_stop,善行台,113.32282013922428,青木医院,276.9856780172477,湘南長寿園病院,1935.1693071489392,青木医院,276.9856780172477,0.7376425855513308,0.4600760456273764,0.20912547528517111,0.42585551330798477,0.15425985629400454,0.31412916190779105,0.06569241028489926,139,66,135,False,True,True,True,135
533903473,35.37291666666667,139.465625,1.0,True,349,174.0,174.0,0.498567335243553,0,,,unaffected,False,False,False,True,六会日大前,1289.5363967441012,天神町7号,232.28115691512542,bus_stop,天神町7号,232.28115691512542,特別養護老人ホームグリーンライフ湘南ホーム診療所,114.64654522150012,村田会湘南大庭病院,1587.5000899032123,特別養護老人ホームグリーンライフ湘南ホーム診療所,114.64654522150012,0.30798479087452474,0.9923954372623575,0.6159695817490495,0.1444866920152091,0.18970926282004946,0.044499703624456044,0.027410463829512847,122,220,189,False,True,True,True,189
533903474,35.37291666666667,139.471875,1.0000000000000002,True,250,69.0,69.0,0.276,0,,,unaffected,False,False,False,True,善行,1152.2918240139043,善行台,470.2286161585703,bus_stop,善行台,470.2286161585703,特別養護老人ホーム睦愛園医務室,585.3587415890612,医療法人社団いしずえ　湘南敬愛病院,2076.5900400316123,特別養護老人ホーム睦愛園医務室,585.3587415890612,0.13498098859315588,0.629277566539924,0.9201520912547528,0.8250950570342205,0.12420303893362632,0.11137214648180542,0.10247931349276392,160,176,99,False,True,True,True,99
533903481,35.368750000000006,139.47812499999998,1.0,True,1698,571.0,571.0,0.33627797408716137,0,,,unaffected,False,False,False,True,善行,812.9564924187808,亀井野団地,199.8306666467647,bus_stop,亀井野団地,199.8306666467647,善行クリニック,345.1323226621113,湘南長寿園病院,1792.6419701788705,善行クリニック,345.1323226621113,0.688212927756654,0.8288973384030418,0.5399239543726235,0.5475285171102662,0.3715826454047333,0.3768162037907155,0.20345209482236348,56,40,41,False,True,True,True,41
533903482,35.368750000000006,139.484375,1.0,True,826,241.0,241.0,0.2917675544794189,0,,,unaffected,False,False,False,True,善行,1218.304714789808,新田,136.20108830585139,bus_stop,新田,136.20108830585139,医療法人社団門山医院,451.7758479680025,湘南長寿園病院,1824.1347216530614,医療法人社団門山医院,451.7758479680025,0.376425855513308,0.6996197718631179,0.2965779467680608,0.7110266159695817,0.11163960733854761,0.2676488022090821,0.07937873221410038,167,87,123,False,True,True,True,123
533903483,35.37291666666667,139.47812499999998,1.0,True,173,64.0,64.0,0.3699421965317919,0,,,unaffected,False,False,False,True,善行,1227.190688542381,亀井野公園,583.5026893652231,bus_stop,亀井野公園,583.5026893652231,神奈川県立総合療育相談センター,588.5335896679918,湘南長寿園病院,2252.946119587427,神奈川県立総合療育相談センター,588.5335896679918,0.12167300380228137,0.8897338403041825,0.9581749049429658,0.8403041825095057,0.11658401885237606,0.10224233399355202,0.09796603865541866,165,183,104,False,True,True,True,104
533903484,35.37291666666667,139.484375,1.0,True,140,35.0,35.0,0.25,0,,,unaffected,False,False,False,True,善行,1526.2117842372165,俣野原,376.5448622350183,bus_stop,俣野原,376.5448622350183,神奈川県立総合療育相談センター,238.08404837360519,湘南長寿園病院,2278.0829176272173,神奈川県立総合療育相談センター,238.08404837360519,0.06273764258555133,0.4828897338403042,0.8631178707224335,0.35361216730038025,0.05414998048258613,0.022184793765993437,0.019148091957720572,211,243,207,False,True,True,True,207
533903491,35.368750000000006,139.49062500000002,0.2614673665990852,False,199,62.0,62.0,0.31155778894472363,0,,,unaffected,False,False,False,True,善行,1718.363078715035,新田,685.3749421950303,bus_stop,新田,685.3749421950303,医療法人社団門山医院,898.2583419494929,湘南長寿園病院,2021.5306402753763,医療法人社団門山医院,898.2583419494929,,,,,,,,,,,,True,True,False,
533903493,35.37291666666667,139.49062500000002,0.653680662927484,True,51,15.0,15.0,0.29411764705882354,0,,,unaffected,False,False,False,True,善行,1948.782147244984,西俣野,612.2140900347345,bus_stop,西俣野,612.2140900347345,神奈川県立総合療育相談センター,641.8735608694587,湘南長寿園病院,2439.0040165579007,神奈川県立総合療育相談センター,641.8735608694587,0.022813688212927757,0.7167300380228137,0.973384030418251,0.8935361216730038,0.022206479781404966,0.02038485448683659,0.019842291819886566,243,246,205,False,True,True,True,205
533903521,35.37708333333333,139.403125,0.11678703794630114,False,427,178.0,178.0,0.4168618266978923,0,,,unaffected,False,False,False,True,辻堂,5919.350964896881,光友会入口,1247.0640115634353,bus_stop,光友会入口,1247.0640115634353,湘南希望の郷医務室,975.9505801062411,藤沢御所見病院,1962.4060781486428,湘南希望の郷医務室,975.9505801062411,,,,,,,,,,,,True,True,False,
533903523,35.38125000000001,139.403125,0.7086419958728483,True,365,115.0,115.0,0.3150684931506849,0,,,unaffected,False,False,False,True,湘南台,5960.432084236084,獺郷公民館前,831.6257607343551,bus_stop,獺郷公民館前,831.6257607343551,湘南希望の郷医務室,586.823432151208,藤沢御所見病院,1520.6470695308326,湘南希望の郷医務室,586.823432151208,0.23954372623574144,0.7946768060836502,0.9923954372623575,0.8326996197718631,0.23772210094117308,0.19946796975523717,0.1979511030650833,100,114,48,True,True,True,True,48
533903524,35.38125000000001,139.409375,0.5161233965234128,False,48,8.0,8.0,0.16666666666666666,0,,,unaffected,False,False,False,True,湘南台,5417.512703680769,堂の前,597.886152412516,bus_stop,堂の前,597.886152412516,湘南希望の郷医務室,457.42902616163815,藤沢御所見病院,1434.4513280171573,湘南希望の郷医務室,457.42902616163815,,,,,,,,,,,,True,False,False,
533903533,35.38125000000001,139.41562499999998,0.02790891469240322,False,70,28.0,28.0,0.4,0,,,unaffected,False,False,False,True,湘南台,4880.258011947225,根下,502.3797818249843,bus_stop,根下,502.3797818249843,湘南希望の郷医務室,847.931336684536,藤沢御所見病院,1564.5217287857706,湘南希望の郷医務室,847.931336684536,,,,,,,,,,,,True,True,False,
533903541,35.37708333333333,139.42812500000002,0.042663759574414775,False,459,235.0,235.0,0.5119825708061002,0,,,unaffected,False,False,False,True,六会日大前,3941.0636050245657,小出一本松,468.5215049573409,bus_stop,小出一本松,468.5215049573409,窪島医院,425.68914492856254,医療法人社団　健育会　湘南慶育病院,1565.2027339394538,窪島医院,425.68914492856254,,,,,,,,,,,,True,True,False,
533903542,35.37708333333333,139.434375,0.9503729865724816,True,838,243.0,243.0,0.28997613365155134,0,,,unaffected,False,False,False,True,六会日大前,3385.0264909235634,南原,186.39349784760293,bus_stop,南原,186.39349784760293,北見泌尿器科・皮フ科クリニック,200.70333707034376,医療法人社団　健育会　湘南慶育病院,1565.5910778011323,北見泌尿器科・皮フ科クリニック,200.70333707034376,0.3821292775665399,0.6920152091254753,0.49049429657794674,0.29277566539923955,0.18743223120183897,0.11187815350807442,0.05487559620738251,124,175,151,False,True,True,True,151
533903543,35.38125000000001,139.42812500000002,0.02435158291240569,False,93,28.0,28.0,0.3010752688172043,0,,,unaffected,False,False,False,True,湘南台,3832.2586168276202,刈込,430.1864488984924,bus_stop,刈込,430.1864488984924,特別養護老人ホーム芭蕉苑,517.6627759185109,医療法人社団　健育会　湘南慶育病院,1113.704719140793,特別養護老人ホーム芭蕉苑,517.6627759185109,,,,,,,,,,,,True,True,False,
533903544,35.38125000000001,139.434375,0.9118187362765976,True,405,169.0,169.0,0.41728395061728396,0,,,unaffected,False,False,False,True,六会日大前,3314.577357121993,宝泉寺,231.67530808687513,bus_stop,宝泉寺,231.67530808687513,特別養護老人ホーム芭蕉苑,77.44209550259906,医療法人社団　健育会　湘南慶育病院,1114.2506817357307,特別養護老人ホーム芭蕉苑,77.44209550259906,0.3041825095057034,0.9505703422053232,0.6083650190114068,0.07224334600760456,0.1850539981783747,0.021975162283681994,0.013368920020490947,126,244,218,False,True,True,True,218
533903551,35.37708333333333,139.440625,1.0,True,2417,585.0,585.0,0.24203558129913116,0,,,unaffected,False,False,False,True,六会日大前,2833.678888105284,矢尻,156.65731903841979,bus_stop,矢尻,156.65731903841979,伊出診療所,587.9943259113858,村田会湘南大庭病院,1389.1240713148973,伊出診療所,587.9943259113858,0.7034220532319392,0.42585551330798477,0.38022813688212925,0.8365019011406845,0.2674608567421822,0.5884138848328009,0.22373151514555165,91,10,36,False,True,True,True,36
533903552,35.37708333333333,139.44687499999998,0.9999999999999998,True,2126,303.0,303.0,0.1425211665098777,0,,,unaffected,False,False,False,True,六会日大前,2290.409666762683,田方,362.08806425455174,bus_stop,田方,362.08806425455174,伊出診療所,77.25549158668157,村田会湘南大庭病院,1146.5121112996092,伊出診療所,77.25549158668157,0.4220532319391635,0.022813688212927757,0.8479087452471483,0.06844106463878327,0.35786262632103977,0.028885772528155676,0.024492499139843027,59,237,193,False,True,True,True,193
533903553,35.38125000000001,139.440625,1.0,True,564,148.0,148.0,0.2624113475177305,0,,,unaffected,False,False,False,True,六会日大前,2749.1691948669127,遠藤松原,275.6715725394016,bus_stop,遠藤松原,275.6715725394016,プレス工業株式会社藤沢工場診療所,457.256907144048,医療法人社団　健育会　湘南慶育病院,1373.8952651767106,プレス工業株式会社藤沢工場診療所,457.256907144048,0.28517110266159695,0.55893536121673,0.7300380228136882,0.7224334600760456,0.20818574795067155,0.2060171464095187,0.15040035023052317,116,111,71,False,True,True,True,71
533903554,35.38125000000001,139.44687499999998,1.0,True,207,28.0,28.0,0.13526570048309178,0,,,unaffected,False,False,False,True,六会日大前,2185.020597683823,寿照寺前,147.11144033131663,bus_stop,寿照寺前,147.11144033131663,プレス工業株式会社藤沢工場診療所,314.20895476417724,医療法人社団いしずえ　湘南敬愛病院,1240.7760657993133,プレス工業株式会社藤沢工場診療所,314.20895476417724,0.045627376425855515,0.015209125475285171,0.3269961977186312,0.49049429657794674,0.014919978603131462,0.02237996790469719,0.007318164409900983,249,242,235,False,True,True,True,235
533903561,35.37708333333333,139.453125,1.0,True,2629,396.0,396.0,0.1506276150627615,0,,,unaffected,False,False,False,True,六会日大前,1762.7037689521296,石川,107.55745311874793,bus_stop,石川,107.55745311874793,高橋まことクリニック,75.01412240935954,村田会湘南大庭病院,1159.4629509932338,高橋まことクリニック,75.01412240935954,0.5228136882129277,0.034220532319391636,0.19011406844106463,0.057034220532319393,0.09939423730283796,0.029818271190851394,0.005668872849971747,177,235,239,False,True,True,True,239
533903562,35.37708333333333,139.45937499999997,0.9999999999999998,True,1473,275.0,275.0,0.18669382213170402,0,,,unaffected,False,False,False,True,六会日大前,1270.1100330292322,4号西,70.09923714217105,bus_stop,4号西,70.09923714217105,特別養護老人ホームグリーンライフ湘南ホーム診療所,619.7379849778629,医療法人社団いしずえ　湘南敬愛病院,1192.664357228082,特別養護老人ホームグリーンライフ湘南ホーム診療所,619.7379849778629,0.3973384030418251,0.14068441064638784,0.08745247148288973,0.8631178707224335,0.03474822536107216,0.3429498763897122,0.029991814285031865,232,55,183,False,True,True,True,183
533903563,35.38125000000001,139.453125,1.0,True,2473,406.0,406.0,0.16417306914678528,0,,,unaffected,False,False,False,True,六会日大前,1623.4448983816242,和泉橋,110.07226802342532,bus_stop,和泉橋,110.07226802342532,株式会社ＨＧＳＴジャパン藤沢事業所健康管理室,440.4684045503336,医療法人社団いしずえ　湘南敬愛病院,846.9173042235311,株式会社ＨＧＳＴジャパン藤沢事業所健康管理室,440.4684045503336,0.5285171102661597,0.06463878326996197,0.19771863117870722,0.6996197718631179,0.10449767959635096,0.36976102011016493,0.07310864275942425,172,43,127,False,True,True,True,127
533903564,35.38125000000001,139.45937499999997,0.9999999999999998,True,1863,368.0,368.0,0.19753086419753085,0,,,unaffected,False,False,False,True,六会日大前,1068.506101127157,3号西,184.22673769396184,bus_stop,3号西,184.22673769396184,株式会社ＨＧＳＴジャパン藤沢事業所健康管理室,606.2724904405143,医療法人社団いしずえ　湘南敬愛病院,734.7473636255744,株式会社ＨＧＳＴジャパン藤沢事業所健康管理室,606.2724904405143,0.49429657794676807,0.19391634980988592,0.4790874524714829,0.8479087452471483,0.23681128829388887,0.4191183911868034,0.200794362317632,101,28,44,False,True,True,True,44
533903571,35.37708333333333,139.465625,1.0,True,750,207.0,207.0,0.276,0,,,unaffected,False,False,False,True,六会日大前,874.1511682406629,天神町8号,268.56042221085784,bus_stop,天神町8号,268.56042221085784,特別養護老人ホームグリーンライフ湘南ホーム診療所,382.59163530412263,医療法人社団いしずえ　湘南敬愛病院,1374.735181198411,特別養護老人ホームグリーンライフ湘南ホーム診療所,382.59163530412263,0.3612167300380228,0.629277566539924,0.7110266159695817,0.6159695817490495,0.2568347091905333,0.22249851812228022,0.15820236839873156,92,109,64,False,True,True,True,64
533903572,35.37708333333333,139.471875,1.0,True,233,108.0,108.0,0.463519313304721,0,,,unaffected,False,False,False,True,六会日大前,748.3354651493796,西谷,573.6666339240022,bus_stop,西谷,573.6666339240022,特別養護老人ホーム睦愛園医務室,282.4640470608586,医療法人社団いしずえ　湘南敬愛病院,1732.6909082604573,特別養護老人ホーム睦愛園医務室,282.4640470608586,0.22053231939163498,0.9809885931558935,0.9543726235741445,0.4372623574144487,0.21047000824068587,0.09643048186326245,0.09203061196836075,114,189,111,False,True,True,True,111
533903573,35.38125000000001,139.465625,1.0,True,1957,478.0,478.0,0.24425140521205926,0,,,unaffected,False,False,False,True,六会日大前,541.0267361201437,保育園前,127.19450356724506,bus_stop,保育園前,127.19450356724506,今村内科クリニック,522.0222750719972,医療法人社団いしずえ　湘南敬愛病院,1003.6327126626973,今村内科クリニック,522.0222750719972,0.5798479087452472,0.44866920152091255,0.2585551330798479,0.7908745247148289,0.14992265321169887,0.4585869392357848,0.11857000710278846,146,23,94,False,True,True,True,94
533903574,35.38125000000001,139.471875,1.0000000000000002,True,2032,460.0,460.0,0.2263779527559055,0,,,unaffected,False,False,False,True,六会日大前,297.6345844765974,西谷,257.9603322226671,bus_stop,西谷,257.9603322226671,むつあい内科クリニック,111.71966164482643,医療法人社団いしずえ　湘南敬愛病院,1455.864969982035,むつあい内科クリニック,111.71966164482643,0.5703422053231939,0.3155893536121673,0.6730038022813688,0.13688212927756654,0.38384247278405065,0.07806965548150183,0.05254117498184724,52,205,153,False,True,True,True,153
533903581,35.37708333333333,139.47812499999998,1.0000000000000002,True,115,34.0,34.0,0.2956521739130435,0,,,unaffected,False,False,False,True,六会日大前,1000.3877792261211,下屋敷,487.563041817287,bus_stop,下屋敷,487.563041817287,佐藤クリニック,240.08884316826428,湘南第一病院,2174.868720061006,佐藤クリニック,240.08884316826428,0.057034220532319393,0.7224334600760456,0.9277566539923955,0.3612167300380228,0.05291387760412902,0.02060171464095187,0.019113377841795655,213,245,208,False,True,True,True,208
533903582,35.37708333333333,139.484375,1.0,True,353,103.0,103.0,0.29178470254957506,0,,,unaffected,False,False,False,True,六会日大前,1444.454432153871,俣野原,89.35909187455128,bus_stop,俣野原,89.35909187455128,神奈川県立総合療育相談センター,227.75596054588527,湘南第一病院,2451.2420975306445,神奈川県立総合療育相談センター,227.75596054588527,0.21292775665399238,0.7034220532319392,0.13307984790874525,0.3269961977186312,0.028336393471063624,0.06962656681461349,0.009265892922096852,236,212,226,False,True,True,True,226
533903583,35.38125000000001,139.47812499999998,1.0,True,1590,383.0,383.0,0.2408805031446541,0,,,unaffected,False,False,False,True,六会日大前,727.5531875681696,亀井野,251.70108736465883,bus_stop,亀井野,251.70108736465883,杉田外科,378.5104306301162,湘南第一病院,1757.7915515776242,杉田外科,378.5104306301162,0.5057034220532319,0.41825095057034223,0.6501901140684411,0.6007604562737643,0.3288033656695919,0.3038066185719036,0.19753205998401338,72,71,49,False,True,True,True,49
533903584,35.38125000000001,139.484375,0.9019204147348713,True,450,136.0,136.0,0.3022222222222222,0,,,unaffected,False,False,False,True,六会日大前,1270.8071979139675,下屋敷,249.49649657952256,bus_stop,下屋敷,249.49649657952256,神奈川県立総合療育相談センター,688.763152330941,湘南第一病院,2090.0478496458795,神奈川県立総合療育相談センター,688.763152330941,0.26996197718631176,0.7566539923954373,0.6425855513307985,0.9163498098859315,0.1734736659486186,0.24737960647110696,0.15896256081223226,134,96,63,False,True,True,True,63
533903591,35.37708333333333,139.49062500000002,0.8853453632719884,True,174,50.0,50.0,0.28735632183908044,0,,,unaffected,False,False,False,True,六会日大前,1953.7205019982962,西俣野,185.32794783464018,bus_stop,西俣野,185.32794783464018,神奈川県立総合療育相談センター,638.1004383591296,湘南第一病院,2816.368800039843,神奈川県立総合療育相談センター,638.1004383591296,0.10266159695817491,0.688212927756654,0.4828897338403042,0.8821292775665399,0.04957423123075366,0.09056080035854212,0.04373088078150133,216,193,161,False,True,True,True,161
533903593,35.38125000000001,139.49062500000002,0.22597867174282893,False,235,69.0,69.0,0.2936170212765957,0,,,unaffected,False,False,False,True,六会日大前,1829.053680151559,西俣野,348.16571825494356,bus_stop,西俣野,348.16571825494356,神奈川県立総合療育相談センター,910.8653138278684,湘南第一病院,2508.2956866365157,神奈川県立総合療育相談センター,910.8653138278684,,,,,,,,,,,,True,True,False,
533903612,35.38541666666667,139.39687499999997,0.006692527566789669,False,623,240.0,240.0,0.3852327447833066,0,,,unaffected,False,False,False,True,湘南台,6404.900947445316,獺郷,771.6034348342025,bus_stop,獺郷,771.6034348342025,湘南希望の郷医務室,971.3549926137212,藤沢御所見病院,1449.310515091792,湘南希望の郷医務室,971.3549926137212,,,,,,,,,,,,True,True,False,
533903614,35.389583333333334,139.39687499999997,0.18258985568416894,False,285,78.0,78.0,0.2736842105263158,0,,,unaffected,False,False,False,True,湘南台,6334.3515446056235,獺郷,652.9113179208692,bus_stop,獺郷,652.9113179208692,湘南希望の郷医務室,1090.8945483271318,藤沢御所見病院,1190.1516809840382,湘南希望の郷医務室,1090.8945483271318,,,,,,,,,,,,True,True,False,
533903621,35.38541666666667,139.403125,0.8811055157512153,True,189,74.0,74.0,0.3915343915343915,0,,,unaffected,False,False,False,True,湘南台,5848.163707407783,獺郷,422.2923357726906,bus_stop,獺郷,422.2923357726906,湘南希望の郷医務室,404.4534411177622,藤沢御所見病院,1095.917588074493,湘南希望の郷医務室,404.4534411177622,0.15019011406844107,0.9201520912547528,0.8973384030418251,0.6463878326996197,0.13477135711084445,0.0970810623256083,0.08711456543286523,158,188,117,False,True,True,True,117
