citywide_screening_rank,mesh_code,label,residential_buildings,estimated_elderly,centroid_transport,weighted_transport_mean,weighted_transport_p90,centroid_medical,weighted_medical_mean,weighted_medical_p90
164,533512473,倉谷口周辺,61,47.999999999999986,643.229235982327,545.1895544933731,653.7614595870963,379.0427431498539,174.14577317026698,227.74284376076716
166,533513541,堂の奥周辺,15,7.000000000000001,929.4708676115221,624.2370554029812,649.210539265926,1946.8430976113152,1648.4899987282317,1685.2475515168555
167,533523023,若浦中学校前周辺,66,34.0,438.97362693582943,381.0831236499799,426.1321906953854,544.0486925355285,435.8792784054594,498.0794063152044
168,533513414,上地橋周辺,631,364.0,239.78374044285513,212.03287483146434,293.5346165920535,586.4176376990416,563.273336765145,732.9844189303193
172,533513524,溝尻周辺,261,129.0,223.62784081884226,172.88160501750679,274.2155652810739,648.0910371102367,761.8140358226786,926.2226136035528
178,533512593,道芝口周辺,50,28.000000000000004,387.84480067289763,277.56709872518474,458.2547633787403,580.3246239794789,468.0508592887294,678.5584049357157
179,533512882,高倉神社前周辺,42,23.999999999999996,316.63331866013084,98.5680677948342,140.6677191737178,688.0316184948528,794.1063366810442,903.257643160014
184,533512793,長浜周辺,116,78.0,363.45701256384194,201.41911156970264,274.0806812451446,397.55072370856,283.1900715843799,511.8404810037842
185,533513912,さくらどおりマンション前周辺,19,16.999999999999996,255.86970883964537,84.18453582372642,124.53044195223518,948.8381698148319,785.2641255615931,818.5427952043872
187,533512374,福来西周辺,353,237.0,240.75460785975258,197.84207457837167,313.1689301202715,468.4086440630451,490.44117774906056,681.4189123437222
188,533512364,東田辺周辺,330,206.0,325.3254761812133,238.24429141721697,318.02232860124735,323.06385966569076,301.4655427153868,432.32506158089404
189,533512563,二尾周辺,6,22.0,184.38741202237432,117.53510931870014,145.0490009533349,1402.4071112461568,1378.8047831732054,1508.6156499227852
191,533513604,市役所前周辺,57,36.0,224.2445524093509,210.64342945351112,288.4903003747953,665.754853489431,461.9372570890287,489.5974789021877
192,533513844,中山周辺,39,51.0,351.4289579665768,262.81394326924635,395.4057700592271,407.1857942398133,193.7618773043589,251.22008211153232
194,533512891,高倉神社前周辺,49,14.000000000000004,288.8570444872327,94.63964032237564,164.46397983881124,853.0455944355106,852.145358832547,960.937609777034
195,533513421,常口周辺,241,215.0,131.2643416774291,125.0612112037342,296.83298641365644,1114.738453753337,1234.329603920698,1330.2261684647688
197,533512772,和田周辺,168,70.99999999999999,135.7276983751817,113.47056688066662,182.41361634158534,1351.7426610518594,1374.9065959035777,1463.9637750111888
198,533512584,五老ヶ岳公園口周辺,32,12.0,339.39266214500185,346.45080046709745,373.1006205642949,771.5003850409812,643.8093282097732,838.5899674639646
201,533513521,舞鶴医療センター前周辺,660,400.99999999999994,433.3799410085032,418.40782130410133,542.7858975960493,194.50637176121816,250.95785301693306,398.8562803666307
202,533512384,昭和台周辺,17,15.000000000000002,532.8445937659077,425.8744127600246,491.45986353432903,491.6798802331391,394.61086136648584,471.96955344768554
205,533512383,福来東周辺,193,98.0,207.85693497164772,155.79757651090208,219.45395873962806,496.79992595009793,494.8680913266785,774.882488675811
206,533513513,森町周辺,593,387.0,207.03429189056158,172.96130523040492,270.352268774967,353.94583482033465,275.75557210867976,408.3346442527384
207,533512354,西町周辺,286,180.0,341.63578259485473,299.4627619458225,419.2932581312688,221.69863616936814,151.67748101435984,262.4655677134775
208,533513731,東高口周辺,5,101.0,366.03103944623035,507.6561978569264,536.0041243599333,223.2865236640111,188.73556950088516,338.6978255912809
209,533523053,朝来中周辺,22,5.000000000000001,1066.0126298956382,1180.512552023584,1399.2985465586962,1704.863117981552,1873.5598083619375,1953.7673426644235
213,533502754,真倉周辺,15,5.0,563.6928077576123,683.0275955144341,740.0766854567659,2512.9982753768727,2506.2596988586465,2547.1585887591064
215,533513711,大門通三条周辺,75,48.00000000000001,337.2803810277101,199.78903560803826,249.3354652085399,256.83762334493366,124.59079982904247,175.27541383412222
216,533513501,舞鶴市リサイクルプラザ前周辺,25,8.0,284.97080547437565,258.15956870444666,337.78581118014347,1274.7862782824507,1219.0515505169492,1520.4945071857142
217,533512582,五老ヶ岳公園口周辺,10,21.0,156.38218560847886,180.24068514982164,339.7142969878381,995.2282171336259,963.8099629641183,1049.780151223823
218,533512373,倉谷西周辺,532,329.0,309.7559248791224,222.66935111417254,319.33376621846105,206.12923173719253,183.08731151914637,295.8943608432583
219,533512474,五老トンネル西口周辺,15,83.0,407.3977676720435,231.80414848925443,307.9738617267161,207.4698632698153,410.92272031977177,457.80436713530173
22,533512542,下福井周辺,98,69.0,1277.6636645903181,1178.6285678092843,1235.5921943018843,1311.820511022164,1171.1440543218498,1222.7293923775899
220,533513502,白鳥団地前周辺,206,209.0,134.27948766494703,184.19191172926398,342.70778758487415,707.4842883784464,753.6086328662566,871.1801906963927
221,533513733,東高口周辺,232,147.0,137.7059405216422,292.419810597495,363.2690493835214,669.0299425017765,799.5070473352898,897.7922013384115
222,533513942,中山周辺,76,22.0,255.87800925265512,239.40388340988864,322.8311466162073,493.35617438799176,510.99935811750566,598.9071105850754
223,533512442,下福井周辺,9,8.0,437.822141726399,684.5082298325245,695.2584387656968,754.5484830119393,997.6939596731174,1046.2159594925308
227,533512353,舞鶴港とれとれセンター前周辺,100,80.99999999999997,215.25422245420427,96.67261877286124,153.10826656794958,346.27772205016925,316.69106147787767,435.4530519884554
229,533512471,倉谷口周辺,74,75.0,250.53001573661703,137.9748588883075,235.38158939900006,299.64104827144797,242.3215753655171,406.67296872802143
23,533513314,常団地前周辺,245,200.0,562.5974946252306,446.8814183475994,597.5062845079211,1450.5478993305774,1444.7166428671458,1586.6129681480925
