mesh_code,transport_terrain_elderly_weight_coverage,transport_weighted_mean_ascent_m,transport_weighted_median_ascent_m,transport_weighted_p90_ascent_m,transport_weighted_mean_descent_m,transport_weighted_mean_maximum_grade_percent,medical_terrain_elderly_weight_coverage,medical_weighted_mean_ascent_m,medical_weighted_median_ascent_m,medical_weighted_p90_ascent_m,medical_weighted_mean_descent_m,medical_weighted_mean_maximum_grade_percent,terrain_metric_status
533512471,1.0,1.4006548104098966,1.7386665975183506,2.6205936547991646,2.3038579548561313,3.8306906725583554,1.0,2.834965276436581,2.081291833838125,8.026437618072034,5.445080806045952,9.423431561048968,available
533512472,1.0,2.121093957075039,1.6817452350145068,5.194131625494439,2.2270447209302002,6.475171568251859,1.0,1.6075088576282672,0.5562603459365043,4.943618193995201,9.46565331040002,6.719822928385847,available
533512473,1.0,0.07879148861385916,0.0,0.2722095241428981,29.914460206418028,10.803493356352922,1.0,8.033762894974751,12.244466339177428,12.294893642225997,10.54942217770942,11.376908742762241,available
533512474,1.0,5.61716683989915,6.8921394770481506,8.099729810078301,3.5880166588445563,5.25172166650237,1.0,1.450118174445941,0.3426252363197744,3.80495754538755,20.257084106311506,4.619065550849737,available
533512481,1.0,2.739488931768341,2.2663134060516796,6.2315515688467364,10.634098718712435,17.84521452484978,1.0,5.753862205519584,6.23906197717028,8.539565101365,10.895839626492206,20.119772438177026,available
533512482,1.0,6.645943105775995,7.295780047995905,8.841430233446701,6.097519597681098,12.64575654481892,1.0,1.0065016672165756,0.3866623413250707,3.394685386944012,9.614825374169524,17.723333189174728,available
533512542,1.0,2.280814328144922,2.2199241264165974,2.421192041969868,3.1290542422716605,4.158083397713248,1.0,3.5003833208276625,3.453580254300117,3.6548481698533877,5.497703607980269,4.8063665926108285,available
533512551,1.0,2.4211920419698676,2.421192041969868,2.421192041969868,1.9051613013423625,2.9117424480603304,1.0,3.6548481698533877,3.6548481698533877,3.6548481698533877,4.288920293005301,3.983477183731182,available
533512553,1.0,2.421192041969868,2.421192041969868,2.421192041969868,4.47327116045243,7.874996087056934,1.0,3.6548481698533877,3.6548481698533877,3.6548481698533877,6.857030152115367,7.947138325100984,available
533512561,1.0,0.6762216524624367,0.020673073828014532,2.552320333628934,10.909992627565869,6.401429642339715,1.0,4.766207486127272,3.711688787508584,10.169113632391507,17.653084216420254,13.468587208035888,available
533512563,1.0,1.4527894684879818,0.0,3.242095420219289,0.5725654254067218,2.9086213321257532,1.0,14.172220592690968,12.302009966122565,16.52012732614443,17.385809992848102,7.317505555654018,available
533512581,1.0,0.0490884731288473,0.004555156214081535,0.13516889657981324,12.192600426818482,7.400538565243263,1.0,0.39893004444472296,0.3426252363197744,0.478647083565205,42.53669487027476,7.011590092128582,available
533512582,1.0,3.536399008666494,0.0,10.767770841597923,1.5412059979013015,2.3149441972212292,1.0,0.0,0.0,0.0,32.84930264414672,3.874014700311919,available
