mesh_code,centroid_transport_distance,weighted_mean_transport_distance,weighted_median_transport_distance,weighted_p90_transport_distance,transport_difference,centroid_medical_distance,weighted_mean_medical_distance,weighted_median_medical_distance,weighted_p90_medical_distance,medical_difference,population_weighted_mean_transport_distance,population_weighted_median_transport_distance,population_weighted_p90_transport_distance,population_weighted_mean_medical_distance,population_weighted_median_medical_distance,population_weighted_p90_medical_distance,residential_building_count,estimated_population_allocated,estimated_elderly_allocated,citywide_screening_rank,label
533903843,411.23478192322864,259.5240664109362,238.63603438887526,444.84396792627996,-151.71071551229244,493.6650750381428,487.7072725017272,509.49093012086803,611.1882476486861,-5.957802536415613,259.52406641093614,238.63603438887526,444.84396792627996,487.70727250172723,509.49093012086803,611.1882476486861,109,216.00000000000003,55.000000000000014,125,宮下周辺
533903844,90.45892451186921,115.93696318928393,105.86455482548587,196.96482329766923,25.478038677414716,377.93328382533855,439.0926424474593,447.9260992037915,619.9955286699212,61.15935862212075,115.93696318928392,105.86455482548587,196.96482329766923,439.0926424474593,447.9260992037915,619.9955286699212,266,452.0,123.0,203,出荷場前周辺
533903851,256.55869366138455,173.68222309396353,126.3367442886587,304.5005790123475,-82.87647056742102,271.49302290342786,253.86690191169558,252.788453082928,360.9547607884722,-17.62612099173228,173.68222309396347,126.3367442886587,304.5005790123475,253.86690191169552,252.788453082928,360.9547607884722,306,1375.0000000000005,347.0,87,公民館前周辺
533903852,254.69862720389048,122.52356688463064,122.30115657967906,178.15003911945053,-132.17506031925984,325.48867579585175,226.5571132716845,235.11055975126953,320.06548823429625,-98.93156252416725,122.52356688463064,122.30115657967906,178.15003911945053,226.55711327168453,235.11055975126953,320.06548823429625,76,329.0,119.00000000000001,119,菖蒲沢団地周辺
533903853,123.84056866435482,154.92723206929077,162.1301565105253,231.67767237112255,31.086663404935948,607.1590348846299,533.3740766581293,522.9398723794698,780.4495365800865,-73.78495822650063,154.92723206929077,162.1301565105253,231.67767237112255,533.3740766581293,522.9398723794698,780.4495365800865,294,841.0,195.0,128,葛原周辺
533903854,101.31907896928792,76.47040145266821,77.53283314622847,103.97030274150102,-24.848677516619702,707.8664844457517,764.6860629547273,743.5875957793504,849.1522090261969,56.81957850897561,76.4704014526682,77.53283314622847,103.97030274150102,764.6860629547273,743.5875957793504,849.1522090261969,67,488.0,74.0,194,大持周辺
533903861,600.2269217485841,506.2482017668193,510.97751762256473,552.7200306402509,-93.97871998176481,365.2824514482825,619.7376141221105,616.1241633405785,688.3058283865964,254.455162673828,506.2482017668193,510.97751762256473,552.7200306402509,619.7376141221107,616.1241633405785,688.3058283865964,58,221.99999999999997,40.00000000000001,167,下土棚周辺
533903862,237.72866105794694,191.02938218160446,116.44200885725402,443.35833176211554,-46.699278876342476,541.2915501139677,498.0386435836205,498.2259400600996,700.9518553422535,-43.25290653034716,191.02938218160443,116.44200885725402,443.35833176211554,498.0386435836204,498.2259400600996,700.9518553422535,400,1358.0,384.99999999999994,27,とどろき公園周辺
533903863,202.84049769628845,247.700062789441,300.1859906273359,394.67364129930064,44.859565093152554,727.0225196762667,734.1966141834928,743.7305612462429,808.803688650678,7.174094507226073,247.70006278944106,300.1859906273359,394.67364129930064,734.1966141834928,743.7305612462429,808.803688650678,163,342.0,91.00000000000001,108,下土棚周辺
533903864,192.8705157858054,146.02334038771124,148.2770782943276,225.03718181537388,-46.84717539809415,579.8091151574936,526.4489494266625,521.2282346633649,655.8002314637843,-53.36016573083111,146.02334038771124,148.2770782943276,225.03718181537388,526.4489494266625,521.2282346633649,655.8002314637843,512,1609.0,304.0,57,渋谷ノ里周辺
